"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"hudtnwq  ","P",04/04/2025 20:30,0,1,"",9.2,<0> ,0.24,<0> ,0.1,<0> ,102.1,<0> ,11.8,<0> ,1.47,<0> ,1.35,<1> [GCS],"",<-1> ,"","",7.7,<0> ,12,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 20:45,0,1,"",9.4,<0> ,0.24,<0> ,0.1,<0> ,101.9,<0> ,11.7,<0> ,1.42,<0> ,1.3,<1> [GCS],"",<-1> ,"","",7.7,<0> ,14,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 21:00,0,1,"",9.9,<0> ,0.24,<0> ,0.1,<0> ,101.6,<0> ,11.5,<0> ,1.38,<0> ,1.26,<1> [GCS],"",<-1> ,"","",7.7,<0> ,18,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 21:15,0,1,"",10.1,<0> ,0.24,<0> ,0.1,<0> ,101.1,<0> ,11.4,<0> ,1.33,<0> ,1.2,<1> [GCS],"",<-1> ,"","",7.7,<0> ,21,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 21:30,0,1,"",9.7,<0> ,0.24,<0> ,0.1,<0> ,100.0,<0> ,11.3,<0> ,1.29,<0> ,1.16,<1> [GCS],"",<-1> ,"","",7.7,<0> ,20,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 21:45,0,1,"",10.4,<0> ,0.24,<0> ,0.1,<0> ,99.2,<0> ,11.1,<0> ,1.25,<0> ,1.12,<1> [GCS],"",<-1> ,"","",7.6,<0> ,24,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 22:00,0,1,"",10.6,<0> ,0.25,<0> ,0.1,<0> ,98.4,<0> ,11.0,<0> ,1.2,<0> ,1.07,<1> [GCS],"",<-1> ,"","",7.6,<0> ,24,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 22:15,0,1,"",10.4,<0> ,0.25,<0> ,0.1,<0> ,98.7,<0> ,11.0,<0> ,1.16,<0> ,1.03,<1> [GCS],"",<-1> ,"","",7.6,<0> ,21,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 22:30,0,1,"",10.4,<0> ,0.25,<0> ,0.1,<0> ,97.8,<0> ,10.9,<0> ,1.13,<0> ,1.0,<1> [GCS],"",<-1> ,"","",7.6,<0> ,25,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 22:45,0,1,"",10.3,<0> ,0.25,<0> ,0.1,<0> ,97.1,<0> ,10.9,<0> ,1.09,<0> ,0.96,<1> [GCS],"",<-1> ,"","",7.6,<0> ,29,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 23:00,0,1,"",10.6,<0> ,0.25,<0> ,0.1,<0> ,94.9,<0> ,10.6,<0> ,1.05,<0> ,0.92,<1> [GCS],"",<-1> ,"","",7.5,<0> ,31,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 23:15,0,1,"",10.8,<0> ,0.25,<0> ,0.1,<0> ,93.1,<0> ,10.3,<0> ,1.01,<0> ,0.88,<1> [GCS],"",<-1> ,"","",7.5,<0> ,35,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 23:30,0,1,"",11.0,<0> ,0.25,<0> ,0.1,<0> ,90.5,<0> ,10.0,<0> ,0.96,<0> ,0.83,<1> [GCS],"",<-1> ,"","",7.4,<0> ,38,<0> ,"",<-1> ,
"hudtnwq  ","P",04/04/2025 23:45,0,1,"",10.6,<0> ,0.25,<0> ,0.1,<0> ,91.4,<0> ,10.2,<0> ,0.92,<0> ,0.79,<1> [GCS],"",<-1> ,"","",7.5,<0> ,31,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 0:00,0,1,"",10.8,<0> ,0.25,<0> ,0.1,<0> ,88.1,<0> ,9.7,<0> ,0.88,<0> ,0.75,<1> [GCS],"",<-1> ,"","",7.4,<0> ,37,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 0:15,0,1,"",10.5,<0> ,0.25,<0> ,0.1,<0> ,89.5,<0> ,10.0,<0> ,0.84,<0> ,0.71,<1> [GCS],"",<-1> ,"","",7.4,<0> ,31,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 0:30,0,1,"",10.4,<0> ,0.26,<0> ,0.1,<0> ,89.6,<0> ,10.0,<0> ,0.82,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.5,<0> ,31,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 0:45,0,1,"",10.4,<0> ,0.25,<0> ,0.1,<0> ,88.8,<0> ,9.9,<0> ,0.8,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.4,<0> ,25,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 1:00,0,1,"",10.3,<0> ,0.25,<0> ,0.1,<0> ,88.7,<0> ,9.9,<0> ,0.78,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.4,<0> ,19,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 1:15,0,1,"",10.4,<0> ,0.25,<0> ,0.1,<0> ,87.8,<0> ,9.8,<0> ,0.77,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.4,<0> ,25,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 1:30,0,1,"",10.3,<0> ,0.25,<0> ,0.1,<0> ,87.3,<0> ,9.8,<0> ,0.77,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.4,<0> ,21,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 1:45,0,1,"",10.3,<0> ,0.26,<0> ,0.1,<0> ,87.8,<0> ,9.8,<0> ,0.79,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.4,<0> ,17,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 2:00,0,1,"",10.2,<0> ,0.26,<0> ,0.1,<0> ,87.9,<0> ,9.9,<0> ,0.81,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.4,<0> ,18,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 2:15,0,1,"",10.2,<0> ,0.26,<0> ,0.1,<0> ,88.1,<0> ,9.9,<0> ,0.85,<0> ,0.72,<1> [GCS],"",<-1> ,"","",7.4,<0> ,22,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 2:30,0,1,"",10.0,<0> ,0.26,<0> ,0.1,<0> ,88.9,<0> ,10.0,<0> ,0.89,<0> ,0.76,<1> [GCS],"",<-1> ,"","",7.5,<0> ,21,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 2:45,0,1,"",9.7,<0> ,0.26,<0> ,0.1,<0> ,93.7,<0> ,10.6,<0> ,0.95,<0> ,0.83,<1> [GCS],"",<-1> ,"","",7.6,<0> ,20,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 3:00,0,1,"",9.3,<0> ,0.25,<0> ,0.1,<0> ,95.7,<0> ,11.0,<0> ,1.01,<0> ,0.89,<1> [GCS],"",<-1> ,"","",7.6,<0> ,25,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 3:15,0,1,"",8.6,<0> ,0.24,<0> ,0.1,<0> ,98.4,<0> ,11.5,<0> ,1.08,<0> ,0.95,<1> [GCS],"",<-1> ,"","",7.7,<0> ,29,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 3:30,0,1,"",8.3,<0> ,0.23,<0> ,0.1,<0> ,99.3,<0> ,11.7,<0> ,1.14,<0> ,1.02,<1> [GCS],"",<-1> ,"","",7.7,<0> ,17,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 3:45,0,1,"",8.3,<0> ,0.24,<0> ,0.1,<0> ,99.4,<0> ,11.7,<0> ,1.22,<0> ,1.1,<1> [GCS],"",<-1> ,"","",7.7,<0> ,19,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 4:00,0,1,"",8.2,<0> ,0.24,<0> ,0.1,<0> ,99.7,<0> ,11.7,<0> ,1.3,<0> ,1.18,<1> [GCS],"",<-1> ,"","",7.7,<0> ,21,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 4:15,0,1,"",8.2,<0> ,0.23,<0> ,0.1,<0> ,99.9,<0> ,11.8,<0> ,1.38,<0> ,1.26,<1> [GCS],"",<-1> ,"","",7.7,<0> ,15,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 4:30,0,1,"",8.1,<0> ,0.23,<0> ,0.1,<0> ,100.0,<0> ,11.8,<0> ,1.46,<0> ,1.34,<1> [GCS],"",<-1> ,"","",7.7,<0> ,13,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 4:45,0,1,"",8.1,<0> ,0.24,<0> ,0.1,<0> ,100.0,<0> ,11.8,<0> ,1.52,<0> ,1.4,<1> [GCS],"",<-1> ,"","",7.7,<0> ,11,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 5:00,0,1,"",8.1,<0> ,0.23,<0> ,0.1,<0> ,100.3,<0> ,11.8,<0> ,1.58,<0> ,1.46,<1> [GCS],"",<-1> ,"","",7.7,<0> ,10,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 5:15,0,1,"",8.1,<0> ,0.23,<0> ,0.1,<0> ,100.2,<0> ,11.8,<0> ,1.64,<0> ,1.52,<1> [GCS],"",<-1> ,"","",7.7,<0> ,10,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 5:30,0,1,"",8.0,<0> ,0.23,<0> ,0.1,<0> ,100.4,<0> ,11.9,<0> ,1.69,<0> ,1.56,<1> [GCS],"",<-1> ,"","",7.7,<0> ,10,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 5:45,0,1,"",8.0,<0> ,0.23,<0> ,0.1,<0> ,100.5,<0> ,11.9,<0> ,1.74,<0> ,1.61,<1> [GCS],"",<-1> ,"","",7.7,<0> ,10,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 6:00,0,1,"",8.0,<0> ,0.23,<0> ,0.1,<0> ,100.5,<0> ,11.9,<0> ,1.78,<0> ,1.65,<1> [GCS],"",<-1> ,"","",7.7,<0> ,10,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 6:15,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,100.7,<0> ,11.9,<0> ,1.81,<0> ,1.68,<1> [GCS],"",<-1> ,"","",7.7,<0> ,9,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 6:30,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,100.4,<0> ,11.9,<0> ,1.85,<0> ,1.72,<1> [GCS],"",<-1> ,"","",7.7,<0> ,9,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 6:45,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,100.6,<0> ,11.9,<0> ,1.88,<0> ,1.75,<1> [GCS],"",<-1> ,"","",7.7,<0> ,9,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 7:00,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,100.3,<0> ,11.9,<0> ,1.9,<0> ,1.77,<1> [GCS],"",<-1> ,"","",7.7,<0> ,9,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 7:15,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,100.3,<0> ,11.9,<0> ,1.91,<0> ,1.78,<1> [GCS],"",<-1> ,"","",7.7,<0> ,7,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 7:30,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,99.7,<0> ,11.8,<0> ,1.91,<0> ,1.78,<1> [GCS],"",<-1> ,"","",7.7,<0> ,8,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 7:45,0,1,"",7.9,<0> ,0.23,<0> ,0.1,<0> ,99.9,<0> ,11.9,<0> ,1.9,<0> ,1.77,<1> [GCS],"",<-1> ,"","",7.7,<0> ,11,<0> ,"",<-1> ,
"hudtnwq  ","P",04/05/2025 8:00,0,1,"",7.9,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),100.0,<0> [GSM] (CRE),11.9,<0> [GSM] (CRE),1.88,<0> [GSM] (CRE),1.75,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),14,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 8:15,0,1,"",8.0,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),99.9,<0> [GSM] (CRE),11.8,<0> [GSM] (CRE),1.86,<0> [GSM] (CRE),1.73,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),13,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 8:30,0,1,"",8.0,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),99.4,<0> [GSM] (CRE),11.8,<0> [GSM] (CRE),1.83,<0> [GSM] (CRE),1.7,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),18,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 8:45,0,1,"",7.9,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),100.1,<0> [GSM] (CRE),11.9,<0> [GSM] (CRE),1.8,<0> [GSM] (CRE),1.67,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),12,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 9:00,0,1,"",7.9,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),100.1,<0> [GSM] (CRE),11.9,<0> [GSM] (CRE),1.77,<0> [GSM] (CRE),1.64,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),13,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 9:15,0,1,"",8.0,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),99.7,<0> [GSM] (CRE),11.8,<0> [GSM] (CRE),1.73,<0> [GSM] (CRE),1.6,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),17,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 9:30,0,1,"",8.0,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),99.3,<0> [GSM] (CRE),11.8,<0> [GSM] (CRE),1.69,<0> [GSM] (CRE),1.57,<1> [GCS],"",<-1> ,"","",7.7,<0> [GSM] (CRE),14,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 9:45,0,1,"",8.1,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),98.5,<0> [GSM] (CRE),11.6,<0> [GSM] (CRE),1.64,<0> [GSM] (CRE),1.52,<1> [GCS],"",<-1> ,"","",7.6,<0> [GSM] (CRE),20,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 10:00,0,1,"",8.2,<0> [GSM] (CRE),0.23,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),97.1,<0> [GSM] (CRE),11.4,<0> [GSM] (CRE),1.59,<0> [GSM] (CRE),1.47,<1> [GCS],"",<-1> ,"","",7.6,<0> [GSM] (CRE),18,<0> [GSM] (CRE),"",<-1> ,
"hudtnwq  ","P",04/05/2025 10:15,0,1,"",8.3,<0> [GSM] (CRE),0.24,<0> [GSM] (CRE),0.1,<0> [GSM] (CRE),95.9,<0> [GSM] (CRE),11.3,<0> [GSM] (CRE),1.55,<0> [GSM] (CRE),1.43,<1> [GCS],"",<-1> ,"","",7.6,<0> [GSM] (CRE),17,<0> [GSM] (CRE),"",<-1> ,
